learning evaluation instances,classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),classified instances of class 0,classified instances of class 1,recall (true positive) for class 0 (percent),recall (true positive) for class 1 (percent),incorrect classifications (false positive) for class 0 (percent),incorrect classifications (false positive) for class 1 (percent),model training instances,model serialized size (bytes),ensemble size,size of class 0,size of class 1,vote for class 0,vote for class 1,training queue size,recall0 Validation,recall1 Validation,time stamp,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
157.0,157.0,56.847042923817604,-2.9836992753178975,2.9331144687186526,-6.577923653037167,60.0,97.0,10.116037530634987,88.71375997108925,89.88396246936502,11.286240028910782,189.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,70.0,0.0,0.0,1.311265464E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
158.0,158.0,56.132575811556066,-3.161277504213734,2.851475511096367,-6.377443858366709,61.0,97.0,9.895315119031752,88.71375997108925,90.10468488096825,11.286240028910782,190.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,71.0,0.0,0.0,1.311266244E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
159.0,159.0,55.428895509179796,-3.3246403631757135,0.040006867874066564,-6.186974588074673,62.0,97.0,9.68193066584321,88.71375997108925,90.31806933415679,11.286240028910782,191.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,72.0,0.0,0.0,1.311318103E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160.0,160.0,54.73579430575467,-3.474798825773723,-2.7998604485121015,-6.005793252426924,63.0,97.0,9.475534480161638,88.71375997108925,90.52446551983836,11.286240028910782,192.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,73.0,0.0,0.0,1.311318275E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
161.0,161.0,55.30037896660964,-3.2948695166177435,0.06677686661541257,-6.005793252426928,63.0,98.0,9.475534480161638,88.893897187162,90.52446551983836,11.106102812838028,192.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,73.0,0.0,0.0,1.311319298E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
162.0,162.0,55.856546057206614,-3.118233606887266,0.06677686661541793,-6.00579325242689,63.0,99.0,9.475534480161638,89.07010891273677,90.52446551983836,10.929891087263252,192.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,73.0,0.0,0.0,1.311328282E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
163.0,163.0,55.163254152098006,-3.2661374010021635,0.06492950495082565,-5.829844374148671,64.0,99.0,9.275798722921177,89.07010891273677,90.72420127707883,10.929891087263252,193.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,74.0,0.0,0.0,1.311336828E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
164.0,164.0,54.48021488804292,-3.4020818626077505,-2.7294841565693395,-5.66228352896936,65.0,99.0,9.082415726004832,89.07010891273677,90.91758427399517,10.929891087263252,194.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,75.0,0.0,0.0,1.311526833E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
165.0,165.0,55.04250788398534,-3.2322546367420255,0.09059863228170996,-5.662283528969367,65.0,100.0,9.082415726004832,89.24251346582098,90.91758427399517,10.75748653417904,195.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,76.0,0.0,0.0,1.311584332E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
166.0,166.0,55.59655152645452,-3.065463681469876,0.09059863228172486,-5.662283528969335,65.0,101.0,9.082415726004832,89.41122448283252,90.91758427399517,10.58877551716747,195.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,76.0,0.0,0.0,1.311599721E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
167.0,167.0,56.14249865954284,-2.9016364926917255,0.0905986322817106,-5.662283528969364,65.0,102.0,9.082415726004832,89.57635114805446,90.91758427399517,10.42364885194554,196.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,77.0,0.0,0.0,1.311658044E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168.0,168.0,56.68049849861075,-2.740702826171159,0.09059863228171944,-5.662283528969348,65.0,103.0,9.082415726004832,89.7379984097229,90.91758427399517,10.262001590277064,197.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,78.0,0.0,0.0,1.311663747E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
169.0,169.0,55.98677166804714,-2.884153447087753,0.08808147388341374,-5.496171945302045,66.0,103.0,8.89509646416017,89.7379984097229,91.10490353583984,10.262001590277064,199.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,79.0,0.0,0.0,1.311669654E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
170.0,170.0,56.52425703894767,-2.7276450309237603,2.8154934509539062,-5.496171945302047,66.0,104.0,8.89509646416017,89.89626718364862,91.10490353583984,10.103732816351368,203.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,80.0,0.0,0.0,1.31174852E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
171.0,171.0,57.05400693293227,-2.573854316965048,2.8154934509539027,-5.496171945302054,66.0,105.0,8.89509646416017,90.05125454520233,91.10490353583984,9.948745454797656,205.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,81.0,0.0,0.0,1.311777189E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172.0,172.0,57.576160967106915,-2.4227186943120755,2.815493450953914,-5.496171945302038,66.0,106.0,8.89509646416017,90.20305391043331,91.10490353583984,9.796946089566658,205.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,81.0,0.0,0.0,1.311784401E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
173.0,173.0,56.87763536844924,-2.568049296112774,2.7384505263910364,-5.33329371936782,67.0,106.0,8.71356916375861,90.20305391043331,91.2864308362414,9.796946089566658,206.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,82.0,0.0,0.0,1.311787457E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
174.0,174.0,57.399691465555215,-2.4209770672013833,5.354482773942178,-5.3332937193678065,67.0,107.0,8.71356916375861,90.35175520703137,91.2864308362414,9.6482447929686,207.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,82.0,0.0,0.0,1.311874866E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175.0,175.0,57.914343292093875,-2.276403009496592,5.35448277394217,-5.333293719367818,67.0,108.0,8.71356916375861,90.49744503579075,91.2864308362414,9.502554964209228,207.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,82.0,0.0,0.0,1.311874914E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176.0,176.0,58.42172181520816,-2.134271125995889,5.354482773942157,-5.333293719367844,67.0,109.0,8.71356916375861,90.64020682318608,91.2864308362414,9.359793176813898,207.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,82.0,0.0,0.0,1.311874937E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177.0,177.0,58.92195505065807,-1.994527053090845,5.354482773942163,-5.333293719367826,67.0,110.0,8.71356916375861,90.78012096562583,91.2864308362414,9.21987903437414,207.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,82.0,0.0,0.0,1.311875358E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
178.0,178.0,58.214494901567825,-2.1453395139396103,5.20863981820113,-5.172119600226624,68.0,110.0,8.537578034311458,90.78012096562583,91.46242196568855,9.21987903437414,208.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,83.0,0.0,0.0,1.311902887E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
179.0,179.0,57.516928865592035,-2.2846194761332654,2.457372830714075,-5.018914095165928,69.0,110.0,8.366882110289117,90.78012096562583,91.63311788971087,9.21987903437414,209.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,84.0,0.0,0.0,1.311905336E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
180.0,180.0,56.82908532269779,-2.4131850656893885,-0.3216847324041615,-4.873107682315618,70.0,110.0,8.201254192213133,90.78012096562583,91.79874580778686,9.21987903437414,210.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,85.0,0.0,0.0,1.311957395E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
181.0,181.0,56.15079643518759,-2.5317875992569685,-3.128813584038777,-4.734183839719401,71.0,110.0,8.04047987723363,90.78012096562583,91.95952012276638,9.21987903437414,211.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,86.0,0.0,0.0,1.311957552E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
182.0,182.0,55.48189804411147,-2.6411179952012076,-5.964297272558492,-4.601673020064264,72.0,110.0,7.884356670492141,90.78012096562583,92.11564332950786,9.21987903437414,212.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,87.0,0.0,0.0,1.311957697E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
183.0,183.0,54.822229569074246,-2.7418124713498813,-8.82842221045728,-4.475147429113696,73.0,110.0,7.732693169523337,90.78012096562583,92.26730683047666,9.21987903437414,213.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,88.0,0.0,0.0,1.311974579E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
184.0,184.0,55.35837086615225,-2.6125249711413727,-5.768481351050943,-4.4751474291137,73.0,111.0,7.732693169523337,90.91726496590815,92.26730683047666,9.08273503409183,213.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,88.0,0.0,0.0,1.311975506E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
185.0,185.0,54.702637118716325,-2.708743549080724,-5.609174498868472,-4.35302829413165,74.0,111.0,7.585308314786482,90.91726496590815,92.41469168521351,9.08273503409183,214.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,89.0,0.0,0.0,1.311975727E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
186.0,186.0,54.055864159371524,-2.7972632228369863,-8.398747742027046,-4.236260301199103,75.0,111.0,7.442030700154595,90.91726496590815,92.55796929984541,9.08273503409183,215.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,90.0,0.0,0.0,1.311982785E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
187.0,187.0,53.41790155870619,-2.8785996288119375,-11.216498492692258,-4.1245047916002155,76.0,111.0,7.302697937838833,90.91726496590815,92.69730206216117,9.08273503409183,216.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,91.0,0.0,0.0,1.311997721E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
188.0,188.0,52.78860207993898,-2.9532295033019773,-14.062711372152057,-4.0174510850929925,77.0,111.0,7.1671560727994725,90.91726496590815,92.83284392720053,9.08273503409183,217.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,92.0,0.0,0.0,1.312003252E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
189.0,189.0,52.1678215947672,-3.0215941072678407,-16.937673876656934,-3.914813648900454,78.0,111.0,7.035259042202357,90.91726496590815,92.96474095779764,9.08273503409183,218.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,93.0,0.0,0.0,1.31200366E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190.0,190.0,51.55541900187123,-3.0841023022103617,-19.84167640645986,-3.8163296036321,79.0,111.0,6.906868175929458,90.91726496590815,93.09313182407054,9.08273503409183,222.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,94.0,0.0,0.0,1.312127713E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
191.0,191.0,52.123126856411794,-2.9650687582575475,-16.42649620921101,-3.8163296036321093,79.0,112.0,6.906868175929458,91.05171356236634,93.09313182407054,8.94828643763364,222.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,94.0,0.0,0.0,1.312137506E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
192.0,192.0,52.683219274089375,-2.847901061163552,-16.426496209211034,-3.8163296036321293,79.0,113.0,6.906868175929458,91.18353885115708,93.09313182407054,8.816461148842906,223.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,95.0,0.0,0.0,1.312138416E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
193.0,193.0,52.06794443882057,-2.9110926474220453,-15.9623734909459,-3.719884830547951,80.0,113.0,6.781851734551292,91.18353885115708,93.2181482654487,8.816461148842906,224.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,96.0,0.0,0.0,1.312138469E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
194.0,194.0,51.46087437936326,-2.9688605478828625,-18.8163651186158,-3.6272914215809964,81.0,113.0,6.660084481523773,91.18353885115708,93.33991551847623,8.816461148842906,225.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,97.0,0.0,0.0,1.312138897E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
195.0,195.0,52.02586384468917,-2.8560995833631337,-15.487080660935543,-3.6272914215809924,81.0,114.0,6.660084481523773,91.31281040211215,93.33991551847623,8.687189597887821,225.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,97.0,0.0,0.0,1.312139041E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
196.0,196.0,51.421280616637866,-2.911705900608815,-15.060807772201546,-3.537451233636599,82.0,114.0,6.54144728668788,91.31281040211215,93.45855271331214,8.687189597887821,229.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,98.0,0.0,0.0,1.312159595E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
197.0,197.0,50.82469010795185,-2.962421874007268,-17.841052060429014,-3.451111248871942,83.0,114.0,6.425826758432144,91.31281040211215,93.57417324156788,8.687189597887821,230.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,99.0,0.0,0.0,1.312160456E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
198.0,198.0,50.235964399626134,-3.00855862630339,-20.64937962429518,-3.36807493590832,84.0,114.0,6.31311490212938,91.31281040211215,93.68688509787063,8.687189597887821,231.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,100.0,0.0,0.0,1.312161719E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
199.0,199.0,49.65497813919618,-3.05040552085993,-23.486074133250884,-3.2881601994747136,85.0,114.0,6.203208802683932,91.31281040211215,93.79679119731608,8.687189597887821,233.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,101.0,0.0,0.0,1.312169502E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
200.0,200.0,50.23631578681487,-2.944362784186283,-20.046329057908906,-3.288160199474726,85.0,115.0,6.203208802683932,91.43959536854578,93.79679119731608,8.560404631454201,233.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,101.0,0.0,0.0,1.312179671E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201.0,201.0,49.6571294198268,-2.98483763545217,-19.497727452061593,-3.2104390585696483,86.0,115.0,6.096010329226893,91.43959536854578,93.90398967077314,8.560404631454201,234.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,102.0,0.0,0.0,1.312179759E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202.0,202.0,50.23665804588682,-2.881596831966213,-16.283294636741935,-3.2104390585696434,86.0,116.0,6.096010329226893,91.56395859138195,93.90398967077314,8.43604140861804,235.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,103.0,0.0,0.0,1.31218067E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
203.0,203.0,49.65922496611121,-2.92075587325431,-15.852560848048558,-3.1348374839841,87.0,116.0,5.991425860177315,91.56395859138195,94.00857413982271,8.43604140861804,236.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,104.0,0.0,0.0,1.312181175E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
204.0,204.0,50.23699146147339,-2.820228009048507,-12.837575463638087,-3.1348374839840867,87.0,117.0,5.991425860177315,91.68596269794193,94.00857413982271,8.314037302058056,236.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,104.0,0.0,0.0,1.312182858E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
205.0,205.0,50.807284484359485,-2.721192885529799,-12.837575463638096,-3.134837483984096,87.0,118.0,5.991425860177315,91.80566819570856,94.00857413982271,8.194331804291414,238.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,104.0,0.0,0.0,1.312209629E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
206.0,206.0,51.370219859854224,-2.623622390605666,-12.837575463638078,-3.1348374839841124,87.0,119.0,5.991425860177315,91.92313356136282,94.00857413982271,8.076866438637174,239.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,105.0,0.0,0.0,1.312209949E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
207.0,207.0,51.92591117726526,-2.527489091794996,-12.837575463638107,-3.1348374839841107,87.0,120.0,5.991425860177315,92.03841532536835,94.00857413982271,7.961584674631656,240.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,106.0,0.0,0.0,1.312211854E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
208.0,208.0,52.4744698435757,-2.432766215797974,-12.837575463638068,-3.1348374839841013,87.0,121.0,5.991425860177315,92.15156815236185,94.00857413982271,7.848431847638166,240.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,106.0,0.0,0.0,1.31221321E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
209.0,209.0,51.8765432713811,-2.4805104846615094,-12.495626236528173,-3.058341055742609,88.0,121.0,5.889366027049383,92.15156815236185,94.11063397295064,7.848431847638166,241.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,107.0,0.0,0.0,1.312213655E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
210.0,210.0,52.42412803651354,-2.3882086103111844,-9.548162175460737,-3.0583410557425825,88.0,122.0,5.889366027049383,92.26264491758957,94.11063397295064,7.737355082410449,242.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,108.0,0.0,0.0,1.312216945E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
211.0,211.0,52.964736607841715,-2.297245615385242,-9.548162175460725,-3.0583410557426087,88.0,123.0,5.889366027049383,92.37169677961519,94.11063397295064,7.628303220384821,243.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,109.0,0.0,0.0,1.312218676E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
212.0,212.0,53.49847467006346,-2.2075970731922614,-9.548162175460725,-3.0583410557426043,88.0,124.0,5.889366027049383,92.4787732495095,94.11063397295064,7.521226750490502,243.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,109.0,0.0,0.0,1.312227607E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
213.0,213.0,54.02544592383697,-2.1192391270493856,-9.54816217546072,-3.058341055742597,88.0,125.0,5.889366027049383,92.58392225671888,94.11063397295064,7.41607774328113,244.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,109.0,0.0,0.0,1.312236353E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214.0,214.0,54.54575213185606,-2.0321484737442295,-9.548162175460728,-3.0583410557425843,88.0,126.0,5.889366027049383,92.68719021179706,94.11063397295064,7.312809788202938,246.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,110.0,0.0,0.0,1.312244049E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
215.0,215.0,53.92925549415991,-2.0875244524809173,-9.292154302860368,-2.981075152893272,89.0,126.0,5.789745475531125,92.68719021179706,94.2102545244689,7.312809788202938,247.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,111.0,0.0,0.0,1.312246036E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
216.0,216.0,54.449287126097424,-2.0026024774089346,-6.410235480625609,-2.9810751528932427,89.0,127.0,5.789745475531125,92.7886220661733,94.2102545244689,7.2113779338267125,247.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,111.0,0.0,0.0,1.312248745E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
217.0,217.0,54.96278758735884,-1.9188855738603607,-6.41023548062563,-2.9810751528932635,89.0,128.0,5.789745475531125,92.8882613691186,94.2102545244689,7.111738630881422,248.0,0.0,20.0,0.49942221895930927,0.5005777810406904,0.0,1.0,112.0,0.0,0.0,1.312260572E9,178.64999999999998,44.82630219437081,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
