learning evaluation instances,classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),classified instances of class 0,classified instances of class 1,recall (true positive) for class 0 (percent),recall (true positive) for class 1 (percent),incorrect classifications (false positive) for class 0 (percent),incorrect classifications (false positive) for class 1 (percent),model training instances,model serialized size (bytes),ensemble size,size of class 0,size of class 1,vote for class 0,vote for class 1,training queue size,recall0 Validation,recall1 Validation,time stamp,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
1464.0,1464.0,76.60913810088194,48.978563401377414,46.720030277354255,40.77442815869037,796.0,668.0,88.4534274914993,63.07776275972754,11.546572508500738,36.92223724027249,1542.0,0.0,20.0,0.5029673872564847,0.4970326127435149,0.0,1.0,326.0,0.0,0.0,1.353025233E9,2128.6,88.68833662117908,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1465.0,1465.0,76.8430468141937,49.902467207591314,46.72003027735426,42.251390929629466,796.0,669.0,88.4534274914993,63.4474295132298,11.546572508500738,36.55257048677022,1545.0,0.0,20.0,0.5029673872564847,0.4970326127435149,0.0,1.0,326.0,0.0,0.0,1.353038932E9,2128.6,88.68833662117908,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1466.0,1466.0,77.07461643849538,50.168604312132246,47.93016503069,42.25139092962948,797.0,669.0,88.56893157383125,63.4474295132298,11.431068426168808,36.55257048677022,1546.0,0.0,20.0,0.5029673872564847,0.4970326127435149,1.0,0.0,327.0,0.0,0.0,1.353045236E9,2128.6,88.68833662117908,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1467.0,1467.0,77.3038703647144,50.42930924655404,47.93016503068999,42.25139092962947,798.0,669.0,88.6832798517796,63.4474295132298,11.316720148220444,36.55257048677022,1547.0,0.0,20.0,0.5029673872564847,0.4970326127435149,1.0,0.0,328.0,0.0,0.0,1.353062882E9,2128.6,88.68833662117908,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1468.0,1468.0,77.53083174986821,51.3298363172103,49.109497124133725,43.69841359607059,798.0,670.0,88.6832798517796,63.813390745476426,11.316720148220444,36.1866092545236,1549.0,0.0,20.0,0.5029673872564847,0.4970326127435149,0.0,1.0,329.0,0.0,0.0,1.353131507E9,2128.6,88.68833662117908,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1469.0,1469.0,77.75552351940334,51.58820442305028,50.247721024008406,43.6984135960706,799.0,670.0,88.79648389859054,63.813390745476426,11.203516101409502,36.1866092545236,1550.0,0.0,20.0,0.5019695263663229,0.4980304736336767,1.0,0.0,320.0,0.0,0.0,1.353290401E9,2159.1,91.29472227784842,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1470.0,1470.0,77.97796836951115,51.84130086098043,50.247721024008385,43.69841359607058,800.0,670.0,88.90855517147499,63.813390745476426,11.091444828525047,36.1866092545236,1551.0,0.0,20.0,0.5019695263663229,0.4980304736336767,1.0,0.0,321.0,0.0,0.0,1.353310164E9,2159.1,91.29472227784842,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1471.0,1471.0,78.19818876942038,52.08927294664034,50.247721024008406,43.69841359607061,801.0,670.0,89.01950501277506,63.813390745476426,10.98049498722497,36.1866092545236,1552.0,0.0,20.0,0.5019695263663229,0.4980304736336767,1.0,0.0,322.0,0.0,0.0,1.35331838E9,2159.1,91.29472227784842,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1472.0,1472.0,78.41620696366678,52.97584669350609,51.368709552119064,45.12971225717568,801.0,671.0,89.01950501277506,64.17568368818233,10.98049498722497,35.8243163118177,1552.0,0.0,20.0,0.5019695263663229,0.4980304736336767,0.0,1.0,322.0,0.0,0.0,1.353335383E9,2159.1,91.29472227784842,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1473.0,1473.0,77.6320446022554,51.45207946602839,49.092810502142584,43.99984966290148,801.0,672.0,89.01950501277506,63.53317742637371,10.98049498722497,36.466822573626324,1552.0,0.0,20.0,0.501880332791633,0.49811966720836653,1.0,0.0,321.0,0.0,0.0,1.353346192E9,2161.15,91.58043631578457,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1474.0,1474.0,77.85572423862831,52.31738810653044,49.09281050214257,45.38109511190318,801.0,673.0,89.01950501277506,63.89826723762147,10.98049498722497,36.10173276237857,1552.0,0.0,20.0,0.501540958299268,0.4984590417007315,0.0,1.0,317.0,0.0,0.0,1.353390064E9,2175.8500000000004,92.61310297201611,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1475.0,1475.0,78.07716707699781,52.5744275334988,50.24810377181159,45.38109511190317,802.0,673.0,89.12934465111863,63.89826723762147,10.870655348881392,36.10173276237857,1553.0,0.0,20.0,0.5014602932291127,0.49853970677088694,1.0,0.0,317.0,0.0,0.0,1.353395985E9,2178.25,92.53896760995215,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1476.0,1476.0,78.29639548537658,52.82618127464384,50.2481037718116,45.381095111903164,803.0,673.0,89.2380852025623,63.89826723762147,10.76191479743772,36.10173276237857,1555.0,0.0,20.0,0.5011533690215028,0.498846630978497,1.0,0.0,314.0,0.0,0.0,1.353427541E9,2193.4,94.52451645222165,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1477.0,1477.0,78.5134316080965,53.67011028637977,51.3740327235628,46.73509077905162,803.0,674.0,89.2380852025623,64.25969775160316,10.76191479743772,35.74030224839685,1556.0,0.0,20.0,0.5010804169779749,0.4989195830220249,0.0,1.0,314.0,0.0,0.0,1.35344516E9,2196.6,94.77863405686013,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1478.0,1478.0,78.7282973680455,54.476373647347444,51.3740327235628,48.03627669349902,803.0,675.0,89.2380852025623,64.61750572872015,10.76191479743772,35.38249427127986,1556.0,0.0,20.0,0.5010804169779749,0.4989195830220249,0.0,1.0,314.0,0.0,0.0,1.353449359E9,2196.6,94.77863405686013,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1479.0,1479.0,78.94101446888202,54.72868994532652,52.47148391560229,48.036276693499,804.0,675.0,89.34573767172274,64.61750572872015,10.654262328277264,35.38249427127986,1557.0,0.0,20.0,0.5010804169779749,0.4989195830220249,1.0,0.0,315.0,0.0,0.0,1.353452048E9,2196.6,94.77863405686013,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1480.0,1480.0,79.15160439722729,54.97574298421822,52.47148391560229,48.036276693499005,805.0,675.0,89.45231295289673,64.61750572872015,10.54768704710327,35.38249427127986,1558.0,0.0,20.0,0.5010804169779749,0.4989195830220249,1.0,0.0,316.0,0.0,0.0,1.353452093E9,2196.6,94.77863405686013,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1481.0,1481.0,79.36008842483574,55.21768365653952,52.47148391560232,48.03627669349904,806.0,675.0,89.55782183116975,64.61750572872015,10.442178168830269,35.38249427127986,1560.0,0.0,20.0,0.5010089166801133,0.4989910833198866,1.0,0.0,316.0,0.0,0.0,1.353476278E9,2199.1499999999996,95.1006530499465,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1482.0,1482.0,79.56648761074364,55.45465717975458,52.47148391560231,48.03627669349903,807.0,675.0,89.66227498351341,64.61750572872015,10.337725016486608,35.38249427127986,1561.0,0.0,20.0,0.5008701563373392,0.49912984366266067,1.0,0.0,315.0,0.0,0.0,1.353521797E9,2205.0,94.52485053371448,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1483.0,1483.0,78.77082246688963,53.71862124047605,50.12197994833062,45.467524623772384,808.0,675.0,88.76538556246533,64.61750572872015,11.234614437534686,35.38249427127986,1562.0,0.0,20.0,0.5008701563373392,0.49912984366266067,0.0,1.0,316.0,0.0,0.0,1.353556727E9,2205.0,94.52485053371448,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1484.0,1484.0,78.98311431294395,54.55020772419697,51.27826193693213,46.8466929815153,808.0,676.0,88.76538556246533,64.97172755842942,11.234614437534686,35.02827244157061,1562.0,0.0,20.0,0.5008701563373392,0.49912984366266067,0.0,1.0,316.0,0.0,0.0,1.353556727E9,2205.0,94.52485053371448,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1485.0,1485.0,79.19328323913037,55.34455560413264,51.27826193693215,48.170735477016834,808.0,677.0,88.76538556246533,65.32239926301978,11.234614437534686,34.67760073698026,1562.0,0.0,20.0,0.5008028402262261,0.4991971597737737,0.0,1.0,315.0,0.0,0.0,1.353570193E9,2208.5499999999997,96.39964784823209,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1486.0,1486.0,79.40135047467551,56.10407391019332,51.27826193693215,49.44282946433297,808.0,678.0,88.76538556246533,65.66955650134894,11.234614437534686,34.3304434986511,1562.0,0.0,20.0,0.5008028402262261,0.4991971597737737,0.0,1.0,315.0,0.0,0.0,1.353571077E9,2208.5499999999997,96.39964784823209,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1487.0,1487.0,79.60733703651327,56.83096832012956,51.27826193693213,50.66591282008803,808.0,679.0,88.76538556246533,66.01323457254193,11.234614437534686,33.986765427458096,1562.0,0.0,20.0,0.5006722001179804,0.49932779988201953,0.0,1.0,313.0,0.0,0.0,1.353593128E9,2215.6499999999996,95.71738828996868,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1488.0,1488.0,79.81126373140764,57.52726217396695,51.278261936932154,51.84270608975978,808.0,680.0,88.76538556246533,66.35346841965122,11.234614437534686,33.646531580348814,1562.0,0.0,20.0,0.5006722001179804,0.49932779988201953,0.0,1.0,313.0,0.0,0.0,1.353594208E9,2215.6499999999996,95.71738828996868,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1489.0,1489.0,80.01315115805437,58.194814935244125,51.27826193693213,52.97573222094405,808.0,681.0,88.76538556246533,66.6902926332789,11.234614437534686,33.30970736672113,1565.0,0.0,20.0,0.5006088233356326,0.49939117666436733,0.0,1.0,312.0,0.0,0.0,1.353642877E9,2218.25,96.13251544777029,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1490.0,1490.0,79.21301939551559,56.49876536120381,50.04597306825428,50.59920574561252,809.0,681.0,87.8774703439474,66.6902926332789,12.122529656052611,33.30970736672113,1566.0,0.0,20.0,0.5005467077512535,0.49945329224874646,0.0,1.0,312.0,0.0,0.0,1.353646561E9,2220.7000000000003,96.19393787661735,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1491.0,1491.0,79.42088926610604,57.16387249264013,51.22982755818438,51.757287399520116,809.0,682.0,87.8774703439474,67.02374145516164,12.122529656052611,32.97625854483839,1567.0,0.0,20.0,0.5002541866478106,0.4997458133521893,0.0,1.0,308.0,0.0,0.0,1.353858201E9,2230.45,96.151456731445,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1492.0,1492.0,79.62668043670614,57.44026410017001,52.37000684340608,51.757287399520116,810.0,682.0,87.99873097732728,67.02374145516164,12.001269022672728,32.97625854483839,1568.0,0.0,20.0,0.5002541866478106,0.4997458133521893,1.0,0.0,309.0,0.0,0.0,1.353873723E9,2230.45,96.151456731445,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1493.0,1493.0,79.83041369434133,57.71040068893001,52.37000684340609,51.75728739952012,811.0,682.0,88.11877830096773,67.02374145516164,11.881221699032281,32.97625854483839,1569.0,0.0,20.0,0.5002541866478106,0.4997458133521893,1.0,0.0,310.0,0.0,0.0,1.353875629E9,2230.45,96.151456731445,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1494.0,1494.0,80.03210961816632,57.974479031059644,52.37000684340608,51.757287399520116,812.0,682.0,88.23762446196993,67.02374145516164,11.762375538030073,32.97625854483839,1570.0,0.0,20.0,0.5002541866478106,0.4997458133521893,1.0,0.0,311.0,0.0,0.0,1.353878765E9,2230.45,96.151456731445,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1495.0,1495.0,80.23178858154377,58.63267577926432,53.49061522442522,52.90656473790967,812.0,683.0,88.23762446196993,67.35384878171833,11.762375538030073,32.6461512182817,1570.0,0.0,20.0,0.5000922768826566,0.4999077231173435,0.0,1.0,308.0,0.0,0.0,1.353892302E9,2237.25,95.46058707241711,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1496.0,1496.0,80.42947075410224,58.89358476630257,54.570253968883534,52.906564737909726,813.0,683.0,88.35528148568523,67.35384878171833,11.644718514314777,32.6461512182817,1571.0,0.0,20.0,0.5000922768826566,0.4999077231173435,1.0,0.0,309.0,0.0,0.0,1.353898887E9,2237.25,95.46058707241711,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1497.0,1497.0,80.62517610377347,59.1486628099397,54.570253968883534,52.906564737909726,814.0,683.0,88.47176127693814,67.35384878171833,11.528238723061877,32.6461512182817,1572.0,0.0,20.0,0.5000922768826566,0.4999077231173435,1.0,0.0,310.0,0.0,0.0,1.353905561E9,2237.25,95.46058707241711,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1498.0,1498.0,80.81892439880947,59.398090761808184,54.57025396888356,52.90656473790975,815.0,683.0,88.58707562123705,67.35384878171833,11.412924378762959,32.6461512182817,1573.0,0.0,20.0,0.5000922768826566,0.4999077231173435,1.0,0.0,311.0,0.0,0.0,1.353905796E9,2237.25,95.46058707241711,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1499.0,1499.0,81.01073520977923,60.0489217723289,55.631717077023055,54.0462202206581,815.0,684.0,88.58707562123705,67.68064816756124,11.412924378762959,32.319351832438805,1573.0,0.0,20.0,0.5000922768826566,0.4999077231173435,0.0,1.0,311.0,0.0,0.0,1.353914595E9,2237.25,95.46058707241711,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1500.0,1500.0,81.20062791154564,60.673012392304585,55.63171707702307,55.14272592798982,815.0,685.0,88.58707562123705,68.00417282897081,11.412924378762959,31.995827171029234,1573.0,0.0,20.0,0.49998963580529515,0.5000103641947049,0.0,1.0,309.0,0.0,0.0,1.353949632E9,2241.6500000000005,94.53502553356388,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1501.0,1501.0,81.38862168522246,60.92207426451911,56.66479960275736,55.1427259279898,816.0,685.0,88.7012361859728,68.00417282897081,11.298763814027215,31.995827171029234,1574.0,0.0,20.0,0.49998963580529515,0.5000103641947049,1.0,0.0,310.0,0.0,0.0,1.353952869E9,2241.6500000000005,94.53502553356388,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1502.0,1502.0,81.57473552011197,61.1655573718188,56.66479960275738,55.14272592798982,817.0,685.0,88.81425452160497,68.00417282897081,11.185745478395035,31.995827171029234,1575.0,0.0,20.0,0.49998963580529515,0.5000103641947049,1.0,0.0,311.0,0.0,0.0,1.353968642E9,2241.6500000000005,94.53502553356388,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1503.0,1503.0,81.75898821562294,61.40363518633577,56.664799602757384,55.142725927989844,818.0,685.0,88.92614206283643,68.00417282897081,11.073857937163575,31.995827171029234,1576.0,0.0,20.0,0.49998963580529515,0.5000103641947049,1.0,0.0,312.0,0.0,0.0,1.353968845E9,2241.6500000000005,94.53502553356388,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1504.0,1504.0,81.94139838316958,62.0207582128162,57.68034405613729,56.22996676404789,818.0,686.0,88.92614206283643,68.32445564733464,11.073857937163575,31.675544352665412,1576.0,0.0,20.0,0.49998963580529515,0.5000103641947049,0.0,1.0,312.0,0.0,0.0,1.35397761E9,2241.6500000000005,94.53502553356388,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1505.0,1505.0,82.1219844480517,62.2560152033504,58.65894249008363,56.22996676404791,819.0,686.0,89.03691012977583,68.32445564733464,10.963089870224163,31.675544352665412,1577.0,0.0,20.0,0.4999398420527698,0.5000601579472304,1.0,0.0,312.0,0.0,0.0,1.353981494E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1506.0,1506.0,82.30076465131559,62.85375405691427,59.602528252889385,57.28627326612287,819.0,687.0,89.03691012977583,68.64152917255092,10.963089870224163,31.358470827449146,1578.0,0.0,20.0,0.4999398420527698,0.5000601579472304,0.0,1.0,313.0,0.0,0.0,1.35398158E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1507.0,1507.0,82.47775705159673,63.08618851064632,60.512902195524354,57.286273266122855,820.0,687.0,89.14656992908857,68.64152917255092,10.853430070911434,31.358470827449146,1579.0,0.0,20.0,0.4999398420527698,0.5000601579472304,1.0,0.0,314.0,0.0,0.0,1.353981794E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1508.0,1508.0,81.65297926520175,61.350741520471466,58.2365972703504,54.82396350058119,821.0,687.0,88.25487157461588,68.64152917255092,11.745128425384129,31.358470827449146,1580.0,0.0,20.0,0.4999398420527698,0.5000601579472304,0.0,1.0,315.0,0.0,0.0,1.353983369E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1509.0,1509.0,81.83644952009139,61.59051451437881,58.2365972703504,54.82396350058119,822.0,687.0,88.37235320476279,68.64152917255092,11.62764679523721,31.358470827449146,1581.0,0.0,20.0,0.4999398420527698,0.5000601579472304,1.0,0.0,316.0,0.0,0.0,1.354002916E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1510.0,1510.0,82.01808507148604,61.82497712610745,58.23659727035037,54.82396350058117,823.0,687.0,88.4886594145705,68.64152917255092,11.5113405854295,31.358470827449146,1582.0,0.0,20.0,0.4999398420527698,0.5000601579472304,1.0,0.0,317.0,0.0,0.0,1.354006532E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1511.0,1511.0,82.19790426643952,62.054292386571085,58.23659727035041,54.82396350058122,824.0,687.0,88.60380197026734,68.64152917255092,11.396198029732663,31.358470827449146,1583.0,0.0,20.0,0.4999398420527698,0.5000601579472304,1.0,0.0,318.0,0.0,0.0,1.354007103E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1512.0,1512.0,82.37592526853466,62.278616754895154,58.23659727035041,54.82396350058122,825.0,687.0,88.71779252017991,68.64152917255092,11.282207479820082,31.358470827449146,1584.0,0.0,20.0,0.4999398420527698,0.5000601579472304,1.0,0.0,319.0,0.0,0.0,1.354007113E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1513.0,1513.0,82.55216605971812,62.498100446483306,58.2365972703504,54.82396350058119,826.0,687.0,88.83064259591691,68.64152917255092,11.169357404083074,31.358470827449146,1585.0,0.0,20.0,0.4999398420527698,0.5000601579472304,1.0,0.0,320.0,0.0,0.0,1.354011753E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1514.0,1514.0,82.72664444211675,63.133208305299306,59.22251285117432,55.9753662743521,826.0,688.0,88.83064259591691,68.95542562639669,11.169357404083074,31.044574373603375,1586.0,0.0,20.0,0.4999398420527698,0.5000601579472304,0.0,1.0,321.0,0.0,0.0,1.354038808E9,2243.3500000000004,94.96108621291579,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1515.0,1515.0,82.8993780398358,63.74112454276122,59.222512851174336,57.080310911518126,826.0,689.0,88.83064259591691,69.26617690586153,11.169357404083074,30.73382309413854,1586.0,0.0,20.0,0.49975038076539563,0.5002496192346044,0.0,1.0,317.0,0.0,0.0,1.354085563E9,2254.75,94.96418992663,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1516.0,1516.0,82.07038405921793,62.001082705018696,57.829600915322644,54.545126403084964,827.0,689.0,87.94211790931446,69.26617690586153,12.057882090685512,30.73382309413854,1587.0,0.0,20.0,0.5047528769577416,0.4952471230422584,0.0,1.0,317.0,0.0,0.0,1.354108422E9,2255.8,95.0144587335057,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
1517.0,1517.0,82.24968026149651,62.232430596623665,57.8296009153226,54.54512640308494,828.0,689.0,88.06272606060791,69.26617690586153,11.93727393939206,30.73382309413854,1588.0,0.0,20.0,0.5047528769577416,0.4952471230422584,1.0,0.0,318.0,0.0,0.0,1.354129296E9,2255.8,95.0144587335057,0.0,0.0,1.2000000000000002,0.6155870112510924,1.1,0.30779350562554625,1.1,0.30779350562554625,0.09999999999999999,0.3077935056255462,0.0,0.0,0.0,0.0,1.0,0.0
